Absolute Magnitude,Est Dia in KM(min),Close Approach Date,Relative Velocity km per sec,Miss Dist.(kilometers),Orbit Uncertainity,Minimum Orbit Intersection,Eccentricity,Semi Major Axis,Inclination,Asc Node Longitude,Perihelion Distance,Perihelion Arg,Perihelion Time,Mean Anomaly,Mean Motion,Hazardous
26.9,0.0110803882,795830400000,22.8246286413,70754448.0,7,0.00602602,0.2997332703803507,0.8416315805242635,10.27694002800109,171.1772580572293,0.5893665944383424,218.2204921071237,2457932.078607813,87.3399513801906,1.276500646781531,0
21.424,0.1379605689,795830400000,20.3742223265,33566916.0,6,0.0890355,0.1478846210086852,1.235912132943166,39.40701510140626,356.5439054824789,1.05313973556283,218.6018120381645,2457874.5638402095,90.33855226043312,0.7173360884675185,0
17.3,0.9216265485,797299200000,22.9603499373,12975059.0,0,0.0591071,0.7766438887734538,2.26319603381811,9.064507173740576,352.6914107643232,0.5054986650569561,299.7393341963947,2458582.7329616738,191.4543290913346,0.2894814996804316,0
26.5,0.0133215567,797299200000,7.5164621883,35312740.0,1,0.00576149,0.01394849751423765,0.988667858326567,4.320908199813253,264.4056022167966,0.9748774271622922,87.81644303895897,2457942.407117798,58.24402434197092,1.00260173250594,0
18.8,0.4619074603,797299200000,21.5347344882,69933392.0,1,0.264451,0.4445997797497422,2.250574629195569,40.07490632410602,190.8023227140372,1.249969644744861,16.17455002900164,2458488.2635855256,217.6120228280012,0.2919200641402612,0
28.15,0.0062309602,797299200000,13.5922329378,48298924.0,4,4.42295e-05,0.1458940283310568,1.033210407631443,3.174319580769291,10.44411032877468,0.8824711791485181,85.73153235954244,2458145.0120523744,224.3796113696917,0.9384711268160616,0
20.8,0.1838886721,797904000000,8.1878859535,57238648.0,2,0.0497576,0.2962061287988718,1.052079402640927,7.906473496389842,128.8405407963474,0.7404470355956286,242.293197578416,2457881.0856817695,109.0655767033018,0.9133375152985072,1
25.6,0.0201629919,797904000000,14.0912031607,40237380.0,7,0.024568,0.1986104067958223,0.8633230890356343,15.29060134113289,18.63948790340435,0.691858139126041,344.8005314441176,2458132.9450594713,197.2654367936369,1.228694855482665,0
25.4,0.022108281,797904000000,11.1995010545,34836728.0,5,0.0053862,0.177454625327355,0.8693364318543375,1.86779849136472,150.0050896869119,0.7150686610562064,204.9786870571115,2457906.7139113224,114.0409109070574,1.21596830100312,0
19.4,0.3503926411,798508800000,9.3048655227,5421688.5,1,0.0215286,0.1290438595815365,1.061197120692007,15.08972042172532,215.4436355173162,0.924256148461097,61.17301359257869,2457865.405627995,301.4816144786948,0.9015918546528368,1
21.0,0.1677084622,798508800000,26.0538805106,59935336.0,1,0.175606,0.5458440282992364,1.487152224729361,10.42495328796337,114.7292730820402,0.6753990636889152,354.1692340425912,2457734.9226792026,144.331764664412,0.543464194273647,0
20.9,0.1756123185,798508800000,19.2686125665,65708916.0,0,0.0337336,0.523263108804333,1.182148764701506,23.27720540354022,65.77208245525733,0.5635739270145939,110.1549531441406,2457785.992688909,164.4894216808606,0.7668243140272065,1
19.4,0.3503926411,798508800000,9.3048655241,5421688.5,1,0.020437,0.1290153472152782,1.061191066459368,15.0900047631558,215.4428312993687,0.924281132558361,61.18913869575113,2457865.4169557453,121.790814642756,0.9015995702115028,1
18.9,0.4411182,799891200000,14.3425306846,33947260.0,0,0.00433054,0.5324847482604941,2.10401812174821,8.168524524209124,299.0216815675574,0.9836605618535968,332.9520294576553,2457678.0535241137,104.1327876318541,0.322945962878416,1
24.0,0.0421264611,799891200000,10.8435350851,46063436.0,3,0.0666464,0.2473747528584077,0.9352170073812008,7.028450269921951,204.1993482802674,0.7038679313112967,23.65247194162792,2458103.637073676,247.60414775645,1.089771584918032,0
21.494,0.1335841639,799891200000,15.6786970401,29137866.0,5,0.0739088,0.3838850579102436,0.8740622180160318,10.8683759590036,100.3027572519904,0.5385227928357914,257.1689856660798,2457968.782320913,38.2553300025332,1.206120091502847,0
17.4,0.8801465209,800496000000,36.9027872256,46238112.0,0,0.0508661,0.5639780444598699,1.723590507735431,53.82827282376167,38.98727038019353,0.7515233037332082,114.9699500537067,2458079.9432658567,325.3972971861633,0.4355649587241131,0
22.1,0.1010543415,800496000000,15.7970850712,27445294.0,0,0.0549144,0.1538369907726766,1.157817149428843,31.0424516089619,49.31999676585112,0.9797020432957112,246.8332902517551,2458117.7636105367,267.2300401028926,0.7911231751482434,0
21.6,0.1272198785,800496000000,20.2894533769,30440984.0,0,0.0812573,0.4765100329390353,1.253468714046949,5.80092536793395,191.2587796617734,0.6561782958283874,147.9375112842552,2458112.460028539,281.3684518532314,0.7023180430814464,0
20.5,0.2111324448,800496000000,19.8548506193,22393042.0,1,0.117551,0.526542700061064,0.8963389405575244,20.13021458154914,38.78160579508243,0.424378214626492,334.98067422639,2457976.506133836,27.86736522773487,1.161437053840925,0
21.0,0.1677084622,800496000000,24.7182552115,51248596.0,2,0.00215466,0.5332462604352894,1.653696612656535,7.502275135786705,74.49124208498932,0.7718690780629323,250.7422433155759,2457669.892935062,153.2259944718528,0.4634686028277596,1
22.2,0.096506147,800496000000,11.3966022742,34981784.0,1,0.0499383,0.4988696932157258,1.100327266788939,10.78773208277203,16.98040476322838,0.5514073407690427,125.9795009921141,2457807.135336048,165.1195034118488,0.8539280137171922,0
20.6,0.2016299194,801100800000,15.4554198905,16406984.0,7,0.0947896,0.4908497989594158,1.661650553101948,22.1301664250267,72.21757892144072,0.8460297131710548,100.3153715205702,2457629.305441272,170.8032501941032,0.4601448113339436,0
24.4,0.0350392641,801100800000,14.6851764215,57902824.0,0,0.021176,0.1896829317424602,1.233608012173821,5.565071112894867,215.9032878169585,0.9996136278037018,323.5602403844879,2457831.3481179783,121.6788610599896,0.7193467764348634,0
18.8,0.4619074603,801100800000,19.5361708097,51898464.0,2,0.0613713,0.591282535960133,2.269587545102286,28.17732240810394,95.203000551295,0.9276200658506738,158.5215330934825,2458591.8746083123,189.5306371002728,0.2882595236650571,0
25.8,0.0183888672,801100800000,4.8238986328,60106416.0,6,0.00120536,0.3500664333192877,1.365936091394591,0.6544971567741348,214.1302323153935,0.887767715737998,119.6465718765472,2458076.200143044,313.2636057069759,0.617388454151796,0
24.3,0.0366906138,802569600000,11.5082485302,3868730.5,7,0.0222117,0.202625295607249,1.253655419096375,20.00369553323626,256.4453282720152,0.9996331192123424,38.56656343615317,2458106.3548874944,285.6728098139616,0.7021611561402084,0
19.6,0.3195618867,802569600000,18.3327339774,53124212.0,0,0.0142281,0.2348032024240591,1.187057031586828,27.42819291107595,91.3017276853694,0.9083322391102432,58.2930682841533,2457814.6715043797,349.2002761211894,0.7620732132388514,1
26.2,0.0152951935,802569600000,7.9263615697,24354582.0,6,0.00634687,0.1197566329200361,1.126601949757105,6.507326870768589,242.5828956419752,0.9916838936130462,318.5163366159038,2458071.8892944315,301.1588142652097,0.8242298261019404,0
20.8,0.1838886721,802569600000,19.6672789686,54831432.0,1,0.113249,0.2991539178730141,0.912717016736762,21.03334897898406,87.57392832159935,0.6396741452705902,23.61692199702258,2458072.7060020766,278.3844048313936,1.130315940796992,0
19.6,0.3195618867,802569600000,18.3327075668,53124064.0,0,0.014981,0.2347705612442139,1.18707590311588,27.42934756970816,91.29622833768234,0.9083854271018824,58.30311252249622,2457814.66831711,141.6139706740252,0.7620550407324583,1
20.616,0.2001497153,802569600000,17.4813559273,48423144.0,5,0.317486,0.4054789391223797,1.062613440594973,29.97955176309085,280.3174924693282,0.6317460700053416,202.1321893156033,2458183.941818243,194.9409036905404,0.8997899055429133,0
17.5,0.8405334021,803174400000,16.1254927357,45024036.0,0,0.0636542,0.5484018822965251,2.306718529428724,3.246143241153584,213.2863017826745,1.041709745961739,98.0395632854609,2457601.275168723,112.3129187151667,0.2813274874607551,0
22.0,0.1058168859,803174400000,13.4752350082,9816599.0,7,0.0589302,0.30977234666475,1.150231297936064,20.01862819566331,268.0963340337385,0.7939214495671685,70.135953631271,2458052.23419338,318.6663283583578,0.7989623291870707,0
23.0,0.0667659413,803174400000,4.3317191588,14103325.0,5,0.0949569,0.2318209307064729,1.438387666344343,7.096661497807136,253.4295183007643,1.104939298815686,18.92836310165708,2458088.2088474487,309.8889442894267,0.5713341033216619,0
21.5,0.1332155667,803174400000,16.9382989689,46137780.0,4,0.0738937,0.5261474187914922,2.161978055705668,4.440911302351275,237.8567752670393,1.024458882212282,78.24190434677628,2458038.029903394,348.3639762732325,0.3100467273910263,0
16.5,1.332155667,803779200000,13.1145420116,6895954.0,0,0.0436453,0.3399797159866457,0.7531844336406677,24.9272962782371,272.6928189515696,0.4971170038059509,156.6239373490321,2458103.876113845,204.1265053446825,1.507828925434974,1
20.2,0.2424124811,803779200000,11.0655789028,73181936.0,0,0.0270542,0.4614920351674892,1.087142228849047,18.2835214315469,246.750955268562,0.5854347491409798,256.0421444347076,2458057.798667411,310.1782421031937,0.8695098882423862,1
27.1,0.0101054342,803779200000,12.5521761782,18219530.0,1,0.00108035,0.3884472788369994,0.830728067890893,5.059664077001305,166.1544806171286,0.5080340104651575,319.7961989090851,2458016.8025449114,338.7787406603182,1.301714514844629,0
27.2,0.0096506147,803779200000,12.5265347443,55870700.0,7,0.00396247,0.3601241569688025,0.9297454068141836,0.4952217100602064,323.4926064565487,0.5949216259896094,264.2658160994401,2458072.03320699,281.3559795432977,1.099405769232182,0
21.571,0.1289302951,803779200000,12.8353276218,47410376.0,5,0.119136,0.294842973658921,1.498548586522003,6.801303325578496,56.16673208709447,1.056712065099482,259.3072848150319,2457965.063673359,19.03910493734082,0.5372764826928963,0
18.7,0.4836764882,805161600000,24.3634556187,67884888.0,0,0.00197078,0.4921266252859243,1.694978563392385,7.83911684920814,326.9024685776038,0.8608344830581066,233.0557394203598,2457919.6516182907,36.11013318463239,0.4466401481550315,1
20.6,0.2016299194,805161600000,8.9531690586,20690156.0,0,0.0355235,0.4120948370750944,0.9138520280653584,5.208499321631484,205.2425729545676,0.53725832544902,211.1301076969899,2456372.82623736,330.2984546084541,1.128210802996412,1
18.1,0.6376097899,805161600000,15.5946377133,57920168.0,0,0.243876,0.3929044048426266,1.90717825097135,19.80151512180682,90.671469731107,1.15783951534465,235.8207925627996,2457630.10940908,138.6044236764724,0.3742115136678531,0
19.5,0.3346223745,805161600000,31.6077353288,61771396.0,0,0.00803028,0.5374951507131843,1.854462055451618,38.50091552904151,124.7942812859417,0.8576976934647692,237.7160546006993,2458244.0678961785,264.9401353771952,0.3902807640676793,1
18.7,0.4836764882,805161600000,32.1814057516,35621844.0,0,0.22291,0.790756960368756,1.064507657848714,43.56115448362104,276.4541321668485,0.2227408180390012,160.10543676,2457979.536854731,18.81210234352095,0.897389304036599,0
18.7,0.4836764882,805161600000,32.1814058882,35621840.0,0,0.22291,0.7907569689137183,1.064507658028576,43.56115504220871,276.4541314999233,0.2227408089804583,160.1054355754493,2457979.536854091,18.8121029128578,0.8973893038091608,0
20.1,0.2538370294,805766400000,18.5175254845,48037404.0,0,0.14088,0.2476966426679784,1.376451096446346,37.22407108829239,106.1303161194635,1.035508781059929,244.0632687260298,2457658.844275228,324.3908879648891,0.6103274382293802,0
20.1,0.2538370294,805766400000,31.1285563305,71772336.0,1,0.00799405,0.6073127022277187,1.73386919363144,0.9209450537747632,317.3928578023471,0.6808684083377344,228.7276848309123,2458218.5062927664,265.8872187409405,0.4316975444364929,1
20.2,0.2424124811,805766400000,18.5175194475,48037648.0,0,0.141147,0.2476471761427561,1.376501611527481,37.22279206579987,106.1248590326738,1.035614874476747,244.0608253914646,2458248.6969151916,208.5269511313089,0.610293841693485,0
19.7,0.3051792326,805766400000,26.347867125,55637000.0,1,0.200346,0.4364161676008859,1.895561584856526,40.75589995690742,296.3182956877208,1.06830786254198,56.56054080211472,2457581.9292042674,158.0760770160067,0.3776567276733059,0
16.7,1.214940408,806371200000,20.2917992454,60871124.0,0,0.256265,0.707411422929393,2.016449150650885,15.95128044364067,168.5299865401225,0.5899899877241765,167.1005289202966,2458304.369211986,255.4052559846539,0.3442097451456186,0
17.9,0.6991252322,806371200000,15.3422196651,66316588.0,0,0.0451383,0.2780787999190192,1.189569735081815,30.1225406141259,292.4757569846702,0.8587756107302781,84.2046886005298,2458067.793321121,308.879960955237,0.759659921569096,1
23.7,0.0483676488,806371200000,9.8307494523,48873616.0,6,0.0752783,0.222717159391895,0.9253650074475226,13.08284558438967,359.7151698871408,0.7192703415881505,330.5650246556428,2458031.5589511907,325.6108650727421,1.107221384132076,0
20.3,0.2315021222,806371200000,15.4140722175,72039488.0,2,0.0449381,0.2710734108752346,0.7521531361361501,19.1976308267857,358.6587800949906,0.5482644200232192,347.4623459991788,2458042.556090056,296.4561445080394,1.510931125726625,1
20.7,0.1925550782,807840000000,14.6993080325,44574208.0,0,0.143015,0.249441069304206,1.310034736062646,14.97551130247512,119.3113637536016,0.983258270673526,267.3785244832686,2458217.784534408,217.173539820518,0.6573245563403077,0
17.5,0.8405334021,807840000000,21.255850666,45663968.0,0,0.0197173,0.5749602982938385,2.237486605660774,16.14284854240449,116.8191316160531,0.9510206394415868,139.3276943771838,2458453.144808691,226.7028231177015,0.2944851555190803,1
20.3,0.2315021222,807840000000,19.8486346,72342576.0,0,0.122189,0.2568069943428223,1.367546504692949,37.36069360524818,118.9617953672091,1.016350997198721,305.8884068834909,2458225.7535616606,221.1766293872037,0.6162982267149756,0
24.1,0.040230458,807840000000,9.509879717,5849801.5,6,0.00335624,0.4073193079080165,0.8301293866516695,1.914256662040002,243.0519125356717,0.4920016594066053,213.6346689133144,2458037.142516542,312.2502959502082,1.303122944474842,0
22.0,0.1058168859,807840000000,16.0610662796,73313632.0,1,0.013789,0.5146651431643737,0.9061444567592144,8.805309986974386,211.1157354680615,0.4397834901936297,44.6338158622501,2458106.754743089,238.5895014705892,1.142636036749788,1
27.8,0.0073207399,807840000000,20.4844542549,66852456.0,6,0.00229906,0.2969169445501015,1.288215731785637,3.648952368735195,177.7237952656623,0.9057226527824724,54.57036918965708,2458044.555019829,330.3027265993828,0.6740951091618258,0
25.8,0.0183888672,807840000000,19.5349282417,54720140.0,6,0.0041285,0.3142290572731071,1.27714625028094,27.79521315206508,334.3526039521191,0.8758297880552768,239.4568280891988,2457812.927917964,128.0888492709682,0.6828780055147295,0
20.5,0.2111324448,808444800000,13.2016603762,66886804.0,1,0.154706,0.5405178023526714,0.968377581781579,11.22419547692227,128.2836974696954,0.4449522594294055,358.5166597457216,2458091.3747801604,266.010279771211,1.034277277622917,0
21.0,0.1677084622,808444800000,24.3675548124,64415952.0,2,0.164167,0.5920637249101245,1.02204832684398,22.48814425873502,64.94457277444644,0.416930587414573,27.71113556351528,2457920.9598810687,75.87228480396955,0.9538869921693824,0
20.5,0.2111324448,808444800000,14.2479431871,29983460.0,2,0.0640277,0.247892802415425,0.8692400532428961,14.07363263320681,303.619451429382,0.6537617004727814,241.2457181552933,2457852.556714144,179.9242659581224,1.216170540737272,0
26.5,0.0133215567,808444800000,15.4970037958,43464572.0,7,0.0200872,0.1944668036041747,0.9928418174587028,12.93289524955619,107.308006136735,0.7997670427329493,105.9025698631637,2457830.558526909,169.3102929035901,0.9962858966933468,0
19.2,0.3841978911,808444800000,19.8851596295,33564184.0,2,0.180276,0.6364788257474345,1.847854685254643,12.09591999913569,242.8083220263312,0.6717343050318725,165.6231304285062,2458249.8520218674,262.1602701720379,0.3923759233843537,0
18.3,0.5815070396,809049600000,3.6316313291,36989136.0,0,0.120423,0.275645195703379,1.461599740800429,7.559173999677165,122.4573310894536,1.058716794207486,249.7394136036384,2457753.756279395,137.6282212657402,0.5577780092160328,0
18.8,0.4619074603,809049600000,10.6702066978,70651280.0,0,0.236062,0.1843426617058004,1.373675245828435,21.21089365186563,137.0475226872611,1.120448294693052,101.1889164194012,2458050.9910371923,329.0904802207054,0.6121783488321326,0
24.7,0.0305179233,809049600000,19.6482727113,70551696.0,3,0.0285671,0.2030510455908618,1.042607694139675,4.22223501558565,146.24487474079,0.8309051117035368,296.9358099718218,2458180.9358982197,192.950326389245,0.9258117440000644,0
24.4,0.0350392641,809049600000,15.8283192329,49979660.0,6,0.00908397,0.3623412818111571,0.8045111682670718,14.95651571067213,206.1288496349375,0.5130035603257895,327.946014101613,2458032.7400764013,315.9645924472466,1.3658592803724,0
21.2,0.1529519353,810518400000,12.8466218044,62941832.0,1,0.138005,0.1727505558584062,1.220779402862681,25.78403060537174,157.224245276986,1.00988908243766,76.3635728090676,2458195.525236124,217.4920487687966,0.7307154400293628,0
19.3,0.3669061375,810518400000,20.9869210498,71921168.0,1,0.0261387,0.2453492870265468,1.249949556315622,34.84177629327663,149.9465216640271,0.943275323854436,309.2586559908565,2457720.0113229025,275.7103214581483,0.705286131010587,1
18.2,0.6089126221,810518400000,13.640816033,26301152.0,4,0.183099,0.5866239297757432,2.857746915166375,22.63213585239608,342.2124259372509,1.181324189486969,14.0525696730914,2458761.9881617795,204.6427292680379,0.2040179723463125,0
25.0,0.02658,810518400000,1.4444125634,16750804.0,4,0.0448509,0.1084151637830949,1.167829548918546,2.294234819308754,7.6341397453128,1.041219117101804,19.27899904590315,2457870.113749996,101.827874625062,0.7809709583791595,0
19.3,0.3669061375,810518400000,20.9868479851,71920712.0,0,0.0287566,0.2453827326983622,1.249866955593947,34.8408230892633,149.9422270457515,0.943171186520922,309.2546882817978,2458230.387511672,197.8474532414083,0.7053560481793584,1
23.0,0.0667659413,810518400000,12.1994444643,51441896.0,6,0.0896811,0.311335293033921,1.452642086480584,13.21059097460447,270.8048442942994,1.000383336812745,127.8868226456739,2457684.267927581,178.021335305533,0.5629452254592417,0
19.9,0.2783267681,810518400000,21.8235957809,65705832.0,2,0.0703769,0.6904175453451732,1.810032265391183,4.629447663932813,153.6329593635456,0.5603542317242395,204.50578533573,2457982.891146359,7.126982341285601,0.4047385756396432,0
19.5,0.3346223745,811123200000,15.5196895769,63934848.0,0,0.229332,0.5542303362728849,1.122247254074884,24.46689441089036,191.2527124013881,0.5002637810676391,29.44391572625644,2458125.6742098816,256.2265857999162,0.829031909193917,0
